0.000000000000000000e+00,5.302999090598946808e+00,0.000000000000000000e+00,1.029492711949467232e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.007868608200590543e+00,-6.215501488363486260e-01,-8.262643810489773699e+00,0.000000000000000000e+00,1.103927161698166870e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.707990568352100169e-01,-1.043395320126880499e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.509499107635809079e+00,5.158158419659402583e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.469207367801699249e+00,1.226466085924554683e+01,0.000000000000000000e+00,1.256481108574327976e+01,-1.108542052646913589e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.061845005225390715e+00,-9.884573554442317445e-01,0.000000000000000000e+00,-1.287527579743539619e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.006851463730102481e-02,5.975112823015591879e+00,-5.732251290944825328e+00,-2.718035128445679405e-01,-5.586814469442231257e+00,0.000000000000000000e+00,-7.212198641296190260e+00,-9.689226894238078813e-01,0.000000000000000000e+00,-2.794110406981139327e+00,0.000000000000000000e+00,-1.573686079189712483e+00,0.000000000000000000e+00,-1.035773113474913742e+01,4.303227237268097305e+00,-6.137379857867196975e+00,0.000000000000000000e+00,2.398572181709770046e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.427567114134774551e+00,4.341219275620419538e+00,0.000000000000000000e+00,-4.185063415486732552e+00,8.791877938071885890e-01,-2.580818813174334814e+00,1.892868284813597590e+00,-8.407653513681220048e+00,1.449641024023820890e+01,4.248502510744193827e+00,0.000000000000000000e+00,-1.673705090463903034e+00,0.000000000000000000e+00,1.877142821900070757e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.101503311155694220e-01,6.813766552873525839e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.870910352165807922e+00,2.936419325420052573e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.579274096069327893e+00,0.000000000000000000e+00,8.523951741390362713e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.954479660100471250e+00,-8.113828717033246818e+00,5.106944860438003886e+00,1.041010682344188965e+01,0.000000000000000000e+00,1.823630497318104116e+00,4.100732405759258903e+00,4.915876639704027440e+00,2.378254732074073452e+00,-8.752061209352239857e+00
-4.539294242858886719e-01,0.000000000000000000e+00,5.355622079223394394e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.854160666465759277e-02,2.995673537254333496e+00,-7.034218311309814453e-01,3.720477819442749023e-01,2.064678624272346497e+00,1.420413941144943237e+00,-1.054316729307174683e+00,2.464588999748229980e+00,0.000000000000000000e+00,1.142441600561141968e+00,0.000000000000000000e+00,2.379660606384277344e-01,8.246862888336181641e-02,3.390562534332275391e-02,0.000000000000000000e+00,1.255307406187057495e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.062188297510147095e+00,0.000000000000000000e+00,-1.841434121131896973e+00,2.048405382782220840e+00,2.680751621723175049e+00,0.000000000000000000e+00,1.701002836227416992e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.738037824630737305e-01,-1.333437293767929077e+00,-8.716698586940765381e-01,-1.687353491783142090e+00,0.000000000000000000e+00,-1.433119773864746094e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.812979873575889086e-158,5.208877623539733977e-137,1.000000000000000000e+00,-1.000000000000000000e+00
