3.817403556732135144e+02,0.000000000000000000e+00,-7.110157194313475202e+02,-2.844008632580582798e+02,2.076025731951605451e+02,1.207915735925189011e+02,-1.073926242203654624e+00,3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.944672265292202695e+01,-7.310774691092069588e+02,4.245583030767496666e+02,-2.516153698813941162e+02,5.794767354680107729e+01,-3.331156091173763798e+02,2.775376833176545333e+01,0.000000000000000000e+00,-3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.272467295074324545e+00,-3.565416214338557666e+02,-1.944920291145424684e+01,-1.058752934797553422e+02,9.228234349816524684e+01
-3.817403556732135144e+02,0.000000000000000000e+00,7.110157194313475202e+02,2.844008632580582798e+02,-2.076025731951605451e+02,-1.207915735925189011e+02,1.073926242203654624e+00,-3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672265292202695e+01,7.310774691092069588e+02,-4.245583030767496666e+02,2.516153698813941162e+02,-5.794767354680107729e+01,3.331156091173763798e+02,-2.775376833176545333e+01,0.000000000000000000e+00,3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.272467295074324545e+00,3.565416214338557666e+02,1.944920291145424684e+01,1.058752934797553422e+02,-9.228234349816524684e+01
-3.817403556732135144e+02,0.000000000000000000e+00,7.110157194313475202e+02,2.844008632580582798e+02,-2.076025731951605451e+02,-1.207915735925189011e+02,1.073926242203654624e+00,-3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672265292202695e+01,7.310774691092069588e+02,-4.245583030767496666e+02,2.516153698813941162e+02,-5.794767354680107729e+01,3.331156091173763798e+02,-2.775376833176545333e+01,0.000000000000000000e+00,3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.272467295074324545e+00,3.565416214338557666e+02,1.944920291145424684e+01,1.058752934797553422e+02,-9.228234349816524684e+01
-3.817403556732135144e+02,0.000000000000000000e+00,7.110157194313475202e+02,2.844008632580582798e+02,-2.076025731951605451e+02,-1.207915735925189011e+02,1.073926242203654624e+00,-3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672265292202695e+01,7.310774691092069588e+02,-4.245583030767496666e+02,2.516153698813941162e+02,-5.794767354680107729e+01,3.331156091173763798e+02,-2.775376833176545333e+01,0.000000000000000000e+00,3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.272467295074324545e+00,3.565416214338557666e+02,1.944920291145424684e+01,1.058752934797553422e+02,-9.228234349816524684e+01
3.817403556732135144e+02,0.000000000000000000e+00,-7.110157194313475202e+02,-2.844008632580582798e+02,2.076025731951605451e+02,1.207915735925189011e+02,-1.073926242203654624e+00,3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.944672265292202695e+01,-7.310774691092069588e+02,4.245583030767496666e+02,-2.516153698813941162e+02,5.794767354680107729e+01,-3.331156091173763798e+02,2.775376833176545333e+01,0.000000000000000000e+00,-3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.272467295074324545e+00,-3.565416214338557666e+02,-1.944920291145424684e+01,-1.058752934797553422e+02,9.228234349816524684e+01
3.817403556732135144e+02,0.000000000000000000e+00,-7.110157194313475202e+02,-2.844008632580582798e+02,2.076025731951605451e+02,1.207915735925189011e+02,-1.073926242203654624e+00,3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.944672265292202695e+01,-7.310774691092069588e+02,4.245583030767496666e+02,-2.516153698813941162e+02,5.794767354680107729e+01,-3.331156091173763798e+02,2.775376833176545333e+01,0.000000000000000000e+00,-3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.272467295074324545e+00,-3.565416214338557666e+02,-1.944920291145424684e+01,-1.058752934797553422e+02,9.228234349816524684e+01
-3.817403556732135144e+02,0.000000000000000000e+00,7.110157194313475202e+02,2.844008632580582798e+02,-2.076025731951605451e+02,-1.207915735925189011e+02,1.073926242203654624e+00,-3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672265292202695e+01,7.310774691092069588e+02,-4.245583030767496666e+02,2.516153698813941162e+02,-5.794767354680107729e+01,3.331156091173763798e+02,-2.775376833176545333e+01,0.000000000000000000e+00,3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.272467295074324545e+00,3.565416214338557666e+02,1.944920291145424684e+01,1.058752934797553422e+02,-9.228234349816524684e+01
3.817403556732135144e+02,0.000000000000000000e+00,-7.110157194313475202e+02,-2.844008632580582798e+02,2.076025731951605451e+02,1.207915735925189011e+02,-1.073926242203654624e+00,3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.944672265292202695e+01,-7.310774691092069588e+02,4.245583030767496666e+02,-2.516153698813941162e+02,5.794767354680107729e+01,-3.331156091173763798e+02,2.775376833176545333e+01,0.000000000000000000e+00,-3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.272467295074324545e+00,-3.565416214338557666e+02,-1.944920291145424684e+01,-1.058752934797553422e+02,9.228234349816524684e+01
-3.817403556732135144e+02,0.000000000000000000e+00,7.110157194313475202e+02,2.844008632580582798e+02,-2.076025731951605451e+02,-1.207915735925189011e+02,1.073926242203654624e+00,-3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672265292202695e+01,7.310774691092069588e+02,-4.245583030767496666e+02,2.516153698813941162e+02,-5.794767354680107729e+01,3.331156091173763798e+02,-2.775376833176545333e+01,0.000000000000000000e+00,3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.272467295074324545e+00,3.565416214338557666e+02,1.944920291145424684e+01,1.058752934797553422e+02,-9.228234349816524684e+01
-3.817403556732135144e+02,0.000000000000000000e+00,7.110157194313475202e+02,2.844008632580582798e+02,-2.076025731951605451e+02,-1.207915735925189011e+02,1.073926242203654624e+00,-3.502644662311995489e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.944672265292202695e+01,7.310774691092069588e+02,-4.245583030767496666e+02,2.516153698813941162e+02,-5.794767354680107729e+01,3.331156091173763798e+02,-2.775376833176545333e+01,0.000000000000000000e+00,3.937886004821923080e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.272467295074324545e+00,3.565416214338557666e+02,1.944920291145424684e+01,1.058752934797553422e+02,-9.228234349816524684e+01
