-1.218483167107186317e+09,-5.086983650922076416e+10,1.152139306891318512e+10,-1.756591569027846909e+10,-2.351584671774992752e+10,0.000000000000000000e+00,-1.189532860172269821e+10,0.000000000000000000e+00,8.257934099652377319e+10,-4.209466078718099594e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.178347033042339325e+09
0.000000000000000000e+00,-3.399816247888680935e+09,1.922078722094898987e+10,0.000000000000000000e+00,0.000000000000000000e+00,2.412935755072633743e+09,0.000000000000000000e+00,1.574277509770901203e+09,1.592733152290942192e+10,6.759815427430438042e+09,-1.153819519427544594e+09,1.136669212517352581e+09,-2.231551745839194870e+10,-4.769529438856059074e+09
0.000000000000000000e+00,9.085213101854536057e+09,-1.437954388443439960e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.888664765737169266e+09,0.000000000000000000e+00,0.000000000000000000e+00,5.831188525828074455e+09,0.000000000000000000e+00,5.410312819791748375e+07,2.838487565733947977e+07,4.137792273580629349e+09,4.741157103585585594e+09
0.000000000000000000e+00,0.000000000000000000e+00,2.432992123283363819e+09,-3.293230152561449051e+09,0.000000000000000000e+00,2.950988278191994429e+08,-1.776843265261745155e+08,5.823011440759851933e+08,8.348263040875231028e+08,0.000000000000000000e+00,3.349575564773071289e+09,0.000000000000000000e+00,-5.535691285273147821e+08,0.000000000000000000e+00
2.543872658830986023e+08,7.017602880346424580e+08,3.137197014583340287e+08,0.000000000000000000e+00,1.584895324331174791e+08,0.000000000000000000e+00,0.000000000000000000e+00,1.041433505005108595e+09,6.884290503557436466e+08,0.000000000000000000e+00,1.603657602788353264e+08,1.984216192939509153e+08,0.000000000000000000e+00,1.097591766664557934e+09
4.798351075467103124e+08,-2.540220244962213635e+08,-3.090872322440453246e+07,2.347630320232622325e+08,2.667077738011860847e+08,1.079058468016075641e+08,0.000000000000000000e+00,2.179215690089380145e+08,2.309320792568001430e+06,-5.254388153785666823e+07,7.150547626786023378e+07,6.036768424626498669e+07,-3.551760793116147071e+07,0.000000000000000000e+00
1.052815281869144142e+08,1.750409099372784048e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.979115996921130270e+07,6.506164085215041786e+07,5.411837175130793452e+07,0.000000000000000000e+00,1.514738151314380765e+08,1.033381726098974049e+07,1.049370082775605023e+08,-5.055327288126742095e+07,1.000221375082638115e+07
7.633149801437369548e+06,0.000000000000000000e+00,3.386523692787299305e+07,4.494891410967375152e+06,-1.105410656427452154e+07,5.515223447016495280e+06,1.074495428348875046e+07,2.683398144838071987e+07,4.743278635312748700e+07,3.110942712443770096e+07,1.179415150401736423e+07,4.824260783352132887e+06,3.626616509577558190e+07,-1.603132318625865504e+07
-6.616751439574799500e+06,0.000000000000000000e+00,-5.624200812677203212e+05,4.201242264184230939e+06,9.482221950525408611e+05,1.589304794848275604e+06,3.582913407982022967e+06,0.000000000000000000e+00,7.369906998374992050e+06,2.976691145381405950e+07,-4.869362990361395292e+06,1.919671045585786924e+06,-4.470742004065973684e+06,3.635683092592149042e+06
2.521471420684607234e+06,0.000000000000000000e+00,-4.457354631006565876e+06,6.683005575070901774e+06,1.428527709699508268e+06,1.328591564547348535e+06,0.000000000000000000e+00,0.000000000000000000e+00,2.734913020739417989e+06,0.000000000000000000e+00,3.923607646714322735e+06,1.533776430788200116e+06,4.336188521104901098e+06,0.000000000000000000e+00
